observation,independent_param,dependent_param
ligtenberg13,0.002,
ligtenberg13,0.0025,
ligtenberg13,0.003,
ligtenberg13,0.0035,
ligtenberg13,0.004,
ligtenberg13,0.0045,
ligtenberg13,0.005,
ligtenberg13,0.0055,
ligtenberg13,0.006,
